restaurant_title,restaurant_phoneNumber,restaurant_address,restaurant_numReview,restaurant_starCount,restaurant_price,restaurant_category,restaurant_district,restaurant_web
Momosan Ramen & Sake,(646) 201-5529,342 Lexington Ave,1534,4,$$,"['Ramen', 'Tapas/Small Plates']",Murray Hill,https://www.yelp.com/biz/momosan-ramen-and-sake-new-york-2?osq=Restaurants
Leuca,(718) 581-5900,111 N 12th St,301,4,$$$,"['Italian', 'Pasta Shops', 'Pizza']",Williamsburg - North Side,https://www.yelp.com/biz/leuca-brooklyn?osq=Restaurants
Boilery,(646) 755-8968,710 Amsterdam Ave,71,4.5,-,[],Upper West Side,https://www.yelp.com/biz/boilery-new-york?osq=Restaurants
Earl’s Beer & Cheese,(212) 289-1581,1259 Park Ave,580,4,$$,"['Bars', 'Comfort Food']",East Harlem,https://www.yelp.com/biz/earls-beer-and-cheese-new-york?osq=Restaurants
The Polo Bar,(212) 207-8562,1 E 55th St,389,4,$$$,"['American (Traditional)', 'Bars']",Midtown East,https://www.yelp.com/biz/the-polo-bar-new-york?osq=Restaurants
JoJo,(212) 223-5656,160 E 64th St,125,4.5,$$$,"['American (New)', 'Cocktail Bars']",Upper East Side,https://www.yelp.com/biz/jojo-new-york-3?osq=Restaurants
The Lobster Place,(212) 255-5672,Located in,1279,4,$$,"['Seafood Markets', 'Seafood']",Meatpacking District,https://www.yelp.com/biz/the-lobster-place-new-york-2?osq=Restaurants
Zenkichi New York,(718) 388-8985,77 N 6th St,969,4,$$$,['Japanese'],Williamsburg - North Side,https://www.yelp.com/biz/zenkichi-new-york-brooklyn?osq=Restaurants
MUI,(212) 244-1900,10 W 32nd St,218,4,$$,"['Korean', 'Cocktail Bars', 'Gastropubs']",Koreatown,https://www.yelp.com/biz/mui-new-york?osq=Restaurants
Colonie,(718) 855-7500,127 Atlantic Ave,555,4,$$$,"['Breakfast & Brunch', 'American (Traditional)', 'Cocktail Bars']",Brooklyn Heights,https://www.yelp.com/biz/colonie-brooklyn?osq=Restaurants
Bunsmith,(347) 406-6660,789 Franklin Ave,242,4,$$,"['Asian Fusion', 'Korean']",Crown Heights,https://www.yelp.com/biz/bunsmith-brooklyn?osq=Restaurants
Surfish Bistro,(718) 788-8070,550 3rd Ave,309,4,$$,"['Latin American', 'Peruvian']",Gowanus,https://www.yelp.com/biz/surfish-bistro-brooklyn-3?osq=Restaurants
Covina,(212) 204-0225,127 E 27th St,323,4.5,$$$,"['Mediterranean', 'American (New)', 'Bars']",Flatiron,https://www.yelp.com/biz/covina-new-york-3?osq=Restaurants
Dariush Persian Cuisine,(718) 596-1800,132 Montague St,52,4.5,-,[],Brooklyn Heights,https://www.yelp.com/biz/dariush-persian-cuisine-brooklyn?osq=Restaurants
Becco,(212) 397-7597,355 W 46th St,2777,3.5,$$$,['Italian'],Midtown West,https://www.yelp.com/biz/becco-new-york-4?osq=Restaurants
Quality Eats,(212) 257-8882,3 E 28th St,248,4,$$,"['American (New)', 'Steakhouses']",Flatiron,https://www.yelp.com/biz/quality-eats-new-york-5?osq=Restaurants
Lido,(646) 490-8575,2168 Frederick Douglass Blvd,940,4,$$,"['Italian', 'Breakfast & Brunch', 'Cocktail Bars']",Harlem,https://www.yelp.com/biz/lido-new-york?osq=Restaurants
Dian Kitchen,(646) 590-9898,435 E 9th St,177,5,$$,"['Chinese', 'Noodles']",East Village,https://www.yelp.com/biz/dian-kitchen-new-york-2?osq=Restaurants
Fan Fried Rice Bar,(929) 290-2197,525 Dekalb Ave,63,4.5,$,['Taiwanese'],Bedford Stuyvesant,https://www.yelp.com/biz/fan-fried-rice-bar-brooklyn-2?osq=Restaurants
Empellón,(212) 858-9365,510 Madison Ave,332,4,$$$,"['Mexican', 'Cocktail Bars', 'Desserts']",Midtown East,https://www.yelp.com/biz/empell%C3%B3n-new-york-3?osq=Restaurants
Gansevoort Market,(646) 449-8400,353 W 14th St,264,4,$$,"['Food Court', 'Public Markets']",Meatpacking District,https://www.yelp.com/biz/gansevoort-market-new-york-2?osq=Restaurants
Kafana,(212) 353-8000,116 Ave C,391,4,$$,['Modern European'],Alphabet City,https://www.yelp.com/biz/kafana-new-york?osq=Restaurants
Ocean Prime,(212) 956-1404,123 W 52nd St,528,4.5,$$$,"['Seafood', 'Steakhouses', 'American (New)']",Theater District,https://www.yelp.com/biz/ocean-prime-new-york?osq=Restaurants
The Burgary,(212) 529-6900,67 Clinton St,236,4.5,$$,['Burgers'],Lower East Side,https://www.yelp.com/biz/the-burgary-new-york?osq=Restaurants
The Factory Bar & Restaurant,(718) 381-2332,1612 Madison St,113,4.5,$$,"['Tapas Bars', 'Cocktail Bars']",Bushwick,https://www.yelp.com/biz/the-factory-bar-and-restaurant-ridgewood?osq=Restaurants
Mission Ceviche,(212) 650-0014,1400 2nd Ave,66,4.5,-,[],Upper East Side,https://www.yelp.com/biz/mission-ceviche-new-york-3?osq=Restaurants
Blueprint,(718) 622-6644,196 5th Ave,325,4.5,$$,"['Cocktail Bars', 'Tapas/Small Plates']",Park Slope,https://www.yelp.com/biz/blueprint-brooklyn-2?osq=Restaurants
Parker & Quinn,(212) 729-0277,64 W 39th St,1282,4,$$,"['American (New)', 'Bars', 'Breakfast & Brunch']",Midtown West,https://www.yelp.com/biz/parker-and-quinn-new-york?osq=Restaurants
Go! Go! Curry!,(212) 730-5555,273 W 38th St,1430,4,$$,['Japanese Curry'],Midtown West,https://www.yelp.com/biz/go-go-curry-new-york?osq=Restaurants
Mayfield,(347) 318-3643,688 Franklin Ave,509,4,$$,"['American (New)', 'Breakfast & Brunch']",Crown Heights,https://www.yelp.com/biz/mayfield-brooklyn?osq=Restaurants
Thai Market,(212) 280-4575,960 Amsterdam Ave,976,4,$$,"['Thai', 'Noodles', 'Soup']",Manhattan Valley,https://www.yelp.com/biz/thai-market-new-york?osq=Restaurants
Thai72,(646) 362-8523,128 W 72nd St,216,4,$$,['Thai'],Upper West Side,https://www.yelp.com/biz/thai72-new-york?osq=Restaurants
The Tang - Upper West Side,(646) 596-7970,920 Amsterdam Ave,119,4.5,$$,"['Chinese', 'Noodles', 'Tapas/Small Plates']",Manhattan Valley,https://www.yelp.com/biz/the-tang-upper-west-side-new-york?osq=Restaurants
Forlini’s Restaurant,(212) 349-6779,93 Baxter St,407,4.5,$$,"['Italian', 'Bars']",Chinatown,https://www.yelp.com/biz/forlinis-restaurant-new-york?osq=Restaurants
Miznon,(646) 490-5871,435 W 15th St,291,4,$$,['Mediterranean'],Meatpacking District,https://www.yelp.com/biz/miznon-new-york?osq=Restaurants
R17,(917) 512-7540,89 S St,32,3.5,$$,"['Cocktail Bars', 'American (New)']",South Street Seaport,https://www.yelp.com/biz/r17-new-york?osq=Restaurants
JoJu,(347) 808-0887,83-25 Broadway,1560,4.5,$,"['Vietnamese', 'Sandwiches', 'Asian Fusion']",Elmhurst,https://www.yelp.com/biz/joju-elmhurst?osq=Restaurants
Ovest Pizzoteca by Luzzo’s,(212) 967-4392,513 W 27th St,515,4,$$,"['Pizza', 'Italian', 'Cocktail Bars']",Chelsea,https://www.yelp.com/biz/ovest-pizzoteca-by-luzzos-new-york?osq=Restaurants
The Brooklyn Barge,(929) 337-7212,79 West St,150,3.5,$$,"['Bars', 'American (Traditional)']",Greenpoint,https://www.yelp.com/biz/the-brooklyn-barge-brooklyn?osq=Restaurants
Nix,(212) 498-9393,72 University Pl,509,4,$$,"['American (New)', 'Vegetarian', 'Vegan']",Greenwich Village,https://www.yelp.com/biz/nix-new-york?osq=Restaurants
Han Dynasty,(718) 858-0588,1 Dekalb Ave,231,4,$$,['Chinese'],Downtown Brooklyn,https://www.yelp.com/biz/han-dynasty-brooklyn-2?osq=Restaurants
Marta,(212) 651-3800,29 E 29th St,842,4,$$$,"['Pizza', 'Italian']",Flatiron,https://www.yelp.com/biz/marta-new-york-7?osq=Restaurants
The Warren,(212) 243-1311,131 Christopher St,210,4,$$,['Gastropubs'],West Village,https://www.yelp.com/biz/the-warren-new-york?osq=Restaurants
Vago Restaurant,(646) 559-0609,495 3rd Ave,154,4,$$,['Italian'],Murray Hill,https://www.yelp.com/biz/vago-restaurant-new-york?osq=Restaurants
Bap,(646) 838-5792,516A 3rd Ave,106,4.5,$$,"['Poke', 'Korean', 'Barbeque']",Murray Hill,https://www.yelp.com/biz/bap-new-york?osq=Restaurants
Nobody Told Me,(347) 762-0126,951 Amsterdam Ave,45,5,$$,"['Cocktail Bars', 'American (New)']",Manhattan Valley,https://www.yelp.com/biz/nobody-told-me-new-york?osq=Restaurants
Buenos Aires,(212) 228-2775,513 E 6th St,518,4,$$$,"['Argentine', 'Steakhouses']",East Village,https://www.yelp.com/biz/buenos-aires-new-york?osq=Restaurants
Locanda Vini e Olii,(718) 622-9202,129 Gates Ave,296,4,$$$,"['Italian', 'Wine Bars']",Clinton Hill,https://www.yelp.com/biz/locanda-vini-e-olii-brooklyn-4?osq=Restaurants
The Brooklyn Tree,(917) 909-0307,188 Montrose Ave,143,4.5,$$,"['American (Traditional)', 'Comfort Food']",East Williamsburg,https://www.yelp.com/biz/the-brooklyn-tree-brooklyn-2?osq=Restaurants
Nerai,(212) 759-5554,55 E 54th St,441,4.5,$$$,"['Greek', 'Seafood', 'Mediterranean']",Midtown East,https://www.yelp.com/biz/nerai-new-york?osq=Restaurants
Ho Foods,(347) 788-0682,110 E 7th St,241,4,$$,['Taiwanese'],East Village,https://www.yelp.com/biz/ho-foods-new-york-3?osq=Restaurants
Ferris,(212) 213-4420,Located in,157,4,$$,['American (New)'],Flatiron,https://www.yelp.com/biz/ferris-new-york?osq=Restaurants
Butler,40 Water St,DUMBO,69,4.5,-,[],DUMBO,https://www.yelp.com/biz/butler-brooklyn-2?osq=Restaurants
Sik Gaek,(718) 205-4555,49-11 Roosevelt Ave,550,4,$$,['Korean'],Woodside,https://www.yelp.com/biz/sik-gaek-woodside-3?osq=Restaurants
Modern Love Brooklyn,(929) 298-0626,317 Union Ave,438,4.5,$$,"['Salad', 'Cocktail Bars', 'American (Traditional)']",Williamsburg - South Side,https://www.yelp.com/biz/modern-love-brooklyn-brooklyn-2?osq=Restaurants
Tamarind,(212) 775-9000,99 Hudson St,874,4,$$$,['Indian'],TriBeCa,https://www.yelp.com/biz/tamarind-new-york-4?osq=Restaurants
Quality Meats,(212) 371-7777,57 W 58th St,1921,4,$$$$,['Steakhouses'],Midtown West,https://www.yelp.com/biz/quality-meats-new-york?osq=Restaurants
Seasoned Vegan,(212) 222-0092,55 Saint Nicholas Ave,1084,4,$$,"['Vegan', 'Soul Food', 'Kosher']",Harlem,https://www.yelp.com/biz/seasoned-vegan-new-york-2?osq=Restaurants
Arturo’s,(212) 677-3820,106 W Houston St,657,4,$$,"['Pizza', 'Italian']",Greenwich Village,https://www.yelp.com/biz/arturos-new-york?osq=Restaurants
Northern Bell,(718) 388-9040,612 Metropolitan Ave,254,4,$$,"['Barbeque', 'Beer Bar', 'Salad']",Williamsburg - North Side,https://www.yelp.com/biz/northern-bell-brooklyn?osq=Restaurants
Eugene & Co,(718) 443-2223,397 Tompkins Ave,194,4,$$,"['American (New)', 'Gastropubs']",Bedford Stuyvesant,https://www.yelp.com/biz/eugene-and-co-bedford-stuyvesant?osq=Restaurants
Greek Eats,(212) 861-4976,1229 1st Ave,355,4,$$,['Greek'],Upper East Side,https://www.yelp.com/biz/greek-eats-new-york?osq=Restaurants
Bowery Road,(212) 432-1324,132 4th Ave,190,4,$$$,['American (New)'],Union Square,https://www.yelp.com/biz/bowery-road-new-york-3?osq=Restaurants
DaDong New York,(212) 355-9600,3 Bryant Park,557,3,$$$$,['Chinese'],Theater District,https://www.yelp.com/biz/dadong-new-york-new-york?osq=Restaurants
Chef’s Table at Brooklyn Fare,(718) 243-0050,Located in,496,4.5,$$$$,['Japanese'],Midtown West,https://www.yelp.com/biz/chefs-table-at-brooklyn-fare-new-york?osq=Restaurants
Misirizzi,(212) 375-0100,36 E 4th St,124,4.5,$$,['Italian'],NoHo,https://www.yelp.com/biz/misirizzi-new-york?osq=Restaurants
Itaewon,(212) 967-2228,28 W 32nd St,76,4.5,$$,"['Gastropubs', 'Korean']",Koreatown,https://www.yelp.com/biz/itaewon-new-york-2?osq=Restaurants
Del Frisco’s Grille,(212) 767-0371,50 Rockefeller Plz,656,3.5,$$$,"['Steakhouses', 'American (New)', 'Seafood']",Midtown West,https://www.yelp.com/biz/del-friscos-grille-new-york?osq=Restaurants
RH Rooftop Restaurant,(212) 217-2210,9 9th Ave,220,4,-,[],Meatpacking District,https://www.yelp.com/biz/rh-rooftop-restaurant-new-york-3?osq=Restaurants
I Sodi,(212) 414-5774,105 Christopher St,323,3.5,$$$,['Tuscan'],West Village,https://www.yelp.com/biz/i-sodi-new-york?osq=Restaurants
The Spaniard,(212) 918-1986,190 W 4th St,222,4,$$,"['American (New)', 'Whiskey Bars', 'Gastropubs']",West Village,https://www.yelp.com/biz/the-spaniard-new-york?osq=Restaurants
Cocoron,(212) 966-0800,37 Kenmare St,617,4,$$,"['Japanese', 'Noodles', 'Soup']",Nolita,https://www.yelp.com/biz/cocoron-new-york-2?osq=Restaurants
Jungsik,(212) 219-0900,2 Harrison St,559,4.5,$$$$,['Korean'],TriBeCa,https://www.yelp.com/biz/jungsik-new-york?osq=Restaurants
The Ribbon,(212) 944-2474,220 West 44th St,112,4,-,[],Theater District,https://www.yelp.com/biz/the-ribbon-new-york-5?osq=Restaurants
Pates Et Traditions,(718) 302-1878,52 Havemeyer St,820,4.5,$$,"['French', 'Desserts']",Williamsburg - North Side,https://www.yelp.com/biz/pates-et-traditions-brooklyn?osq=Restaurants
Tanoreen,(718) 748-5600,7523 3rd Ave,809,4,$$,"['Middle Eastern', 'Mediterranean', 'Halal']",Bay Ridge,https://www.yelp.com/biz/tanoreen-brooklyn-2?osq=Restaurants
Puerto Viejo,(718) 398-3758,564 Grand Ave,431,4,$$,['Dominican'],Crown Heights,https://www.yelp.com/biz/puerto-viejo-brooklyn?osq=Restaurants
Blue Ribbon Brasserie - Brooklyn,(718) 840-0404,280 5th Avenue,557,4,$$$,['American (New)'],Park Slope,https://www.yelp.com/biz/blue-ribbon-brasserie-brooklyn-brooklyn?osq=Restaurants
Freda’s Caribbean & Soul Cuisine,(929) 267-4459,993 Columbus Ave,536,4,$$,"['Caribbean', 'Soul Food']",Manhattan Valley,https://www.yelp.com/biz/fredas-caribbean-and-soul-cuisine-new-york?osq=Restaurants
Da Gennaro,(212) 431-3934,129 Mulberry St,878,4,$$,"['Italian', 'Pizza', 'Gluten-Free']",Little Italy,https://www.yelp.com/biz/da-gennaro-new-york?osq=Restaurants
Pizza Moto,(718) 834-6686,338 Hamilton Ave,174,4.5,$$,['Pizza'],338 Hamilton Ave,https://www.yelp.com/biz/pizza-moto-brooklyn-2?osq=Restaurants
Bluebird,(718) 484-9494,504 Flatbush Ave,151,3.5,$$,"['Bars', 'American (New)', 'Breakfast & Brunch']",Prospect Lefferts Gardens,https://www.yelp.com/biz/bluebird-brooklyn-2?osq=Restaurants
Mighty Quinn’s Barbeque,(212) 677-3733,103 2nd Ave,1724,4,$$,['Barbeque'],East Village,https://www.yelp.com/biz/mighty-quinns-barbeque-new-york?osq=Restaurants
Mo’s Original,(718) 513-0698,453 Rogers Ave,51,4.5,$$,"['Ramen', 'Barbeque', 'Comfort Food']",Prospect Lefferts Gardens,https://www.yelp.com/biz/mos-original-brooklyn?osq=Restaurants
L’Appart,(212) 981-8577,225 Liberty St,93,5,$$$$,['French'],Battery Park,https://www.yelp.com/biz/l-appart-new-york?osq=Restaurants
James,(718) 942-4255,605 Carlton Ave,431,3.5,$$$,['American (New)'],Prospect Heights,https://www.yelp.com/biz/james-brooklyn-2?osq=Restaurants
Da Ciro Brooklyn,(929) 295-9542,458 Myrtle Ave,84,4.5,$$,"['Pizza', 'Italian']",Clinton Hill,https://www.yelp.com/biz/da-ciro-brooklyn-brooklyn-2?osq=Restaurants
Tessa,(212) 390-1974,349 Amsterdam Ave,352,4,$$$,"['Mediterranean', 'French', 'Italian']",Upper West Side,https://www.yelp.com/biz/tessa-new-york?osq=Restaurants
Le Midi,(212) 255-8787,11 E 13th St,380,4,$$,"['French', 'Bars']",Union Square,https://www.yelp.com/biz/le-midi-bar-and-restaurant-new-york-2?osq=Restaurants
Souvlaki GR,(212) 777-0116,116 Stanton St,861,4,$$,['Greek'],Lower East Side,https://www.yelp.com/biz/souvlaki-gr-new-york-3?osq=Restaurants
Flex Mussels,(212) 717-7772,174 East 82nd St,1012,4,$$,"['Seafood', 'Desserts', 'Belgian']",Upper East Side,https://www.yelp.com/biz/flex-mussels-new-york?osq=Restaurants
Pio Pio 7,(212) 481-0034,210 E 34th St,803,4,$$,"['Latin American', 'Peruvian']",Murray Hill,https://www.yelp.com/biz/pio-pio-7-new-york-5?osq=Restaurants
NORMA Gastronomia Siciliana,(212) 889-0600,438 3rd Ave,313,4.5,$$,"['Italian', 'Pizza']",Kips Bay,https://www.yelp.com/biz/norma-gastronomia-siciliana-new-york?osq=Restaurants
The Pool,(212) 375-9001,99 East 52nd St,93,4,$$$$,"['Seafood', 'Desserts', 'Cocktail Bars']",Midtown East,https://www.yelp.com/biz/the-pool-new-york-2?osq=Restaurants
Little Mo,(929) 210-8100,1158 Myrtle Ave,303,4,$$,"['Asian Fusion', 'Vietnamese']",Bushwick,https://www.yelp.com/biz/little-mo-brooklyn?osq=Restaurants
The Fulton,(212) 838-1200,89 South St,104,3.5,$$$,"['Seafood', 'American (New)']",South Street Seaport,https://www.yelp.com/biz/the-fulton-new-york-2?osq=Restaurants
The Bar Room,(212) 561-5523,117 E 60th St,488,4,$$,"['American (New)', 'Cocktail Bars']",Upper East Side,https://www.yelp.com/biz/the-bar-room-new-york?osq=Restaurants
Suteishi,(212) 766-2344,24 Peck Slip,471,4,$$$,"['Japanese', 'Sushi Bars']",South Street Seaport,https://www.yelp.com/biz/suteishi-new-york?osq=Restaurants
Torishin,(212) 757-0108,362 W 53rd St,276,4,$$$$,['Japanese'],Theater District,https://www.yelp.com/biz/torishin-new-york-3?osq=Restaurants
The Taco Shop,(212) 675-1955,166 W 4th St,350,3.5,$,['Mexican'],West Village,https://www.yelp.com/biz/the-taco-shop-new-york?osq=Restaurants
Turk’s Inn,234 Starr St,Bushwick,23,4.5,-,[],Bushwick,https://www.yelp.com/biz/turks-inn-brooklyn?osq=Restaurants
Maison Premiere,(347) 335-0446,298 Bedford Ave,1117,4,$$$,"['Seafood', 'Bars', 'American (Traditional)']",Williamsburg - South Side,https://www.yelp.com/biz/maison-premiere-brooklyn?osq=Restaurants
LaLou,581 Vanderbilt Ave,Prospect Heights,29,4.5,-,[],Prospect Heights,https://www.yelp.com/biz/lalou-brooklyn?osq=Restaurants
La Loteria,(212) 858-9096,29 7th Ave S,312,4,$$,['Mexican'],West Village,https://www.yelp.com/biz/la-loteria-new-york?osq=Restaurants
The Cellar,(212) 466-3340,900 Broadway,654,4,$$,"['Wine Bars', 'American (New)', 'Cocktail Bars']",Flatiron,https://www.yelp.com/biz/the-cellar-new-york?osq=Restaurants
Wayan,(917) 261-4388,20 Spring St,127,4,$$$,"['Indonesian', 'French', 'Venues & Event Spaces']",Nolita,https://www.yelp.com/biz/wayan-new-york-4?osq=Restaurants
Ravagh Persian Grill,(212) 861-7900,1135 1st Ave,278,4,$$,"['Persian/Iranian', 'Mediterranean']",Upper East Side,https://www.yelp.com/biz/ravagh-persian-grill-new-york-3?osq=Restaurants
Candle 79,(212) 537-7179,154 E 79th St,1304,4,$$,"['Vegetarian', 'Vegan', 'Gluten-Free']",Upper East Side,https://www.yelp.com/biz/candle-79-new-york?osq=Restaurants
Red Lobster,(212) 730-6706,5 Times Sq NYC/5,613,3,$$,"['Seafood', 'American (Traditional)']",Theater District,https://www.yelp.com/biz/red-lobster-new-york-2?osq=Restaurants
Mekelburg’s,(718) 399-2337,293 Grand Ave,242,4,$$,"['Specialty Food', 'American (New)', 'Bars']",Clinton Hill,https://www.yelp.com/biz/mekelburgs-brooklyn?osq=Restaurants
Bierhaus NYC,(212) 867-2337,712 3rd Ave,680,3.5,$$,"['German', 'Bars']",Midtown East,https://www.yelp.com/biz/bierhaus-nyc-new-york-4?osq=Restaurants
Atera,(212) 226-1444,77 Worth St,245,4.5,$$$$,['American (Traditional)'],TriBeCa,https://www.yelp.com/biz/atera-new-york?osq=Restaurants
Beyoglu,(212) 650-0850,1431 3rd Ave,1115,4,$$,"['Turkish', 'Mediterranean']",Upper East Side,https://www.yelp.com/biz/beyoglu-new-york?osq=Restaurants
Veselka,(212) 228-9682,144 2nd Ave,2477,4,$$,"['Diners', 'Ukrainian']",East Village,https://www.yelp.com/biz/veselka-new-york?osq=Restaurants
La Pulperia UES,(212) 933-0757,1626 2nd Ave,716,4,$$,"['Latin American', 'Seafood', 'Cocktail Bars']",Yorkville,https://www.yelp.com/biz/la-pulperia-ues-new-york-3?osq=Restaurants
Le Sia,(646) 370-6423,11 E 7th St,225,4,$$,"['Cajun/Creole', 'Seafood', 'Chinese']",East Village,https://www.yelp.com/biz/le-sia-new-york?osq=Restaurants
Faun,(718) 576-6120,606 Vanderbilt Ave,139,4,$$$,"['Italian', 'American (New)', 'Bars']",Prospect Heights,https://www.yelp.com/biz/faun-brooklyn?osq=Restaurants
Divya’s Kitchen,(212) 477-4834,25 1st Ave,323,4.5,$$,"['Vegan', 'Vegetarian']",East Village,https://www.yelp.com/biz/divyas-kitchen-new-york?osq=Restaurants
K’OOK,(212) 254-0600,324 E 6th St,409,4,$$,['Korean'],East Village,https://www.yelp.com/biz/kook-new-york?osq=Restaurants
Bobwhite Counter,(212) 228-2972,94 Ave C,749,4.5,$$,"['Southern', 'Comfort Food', 'Beer, Wine & Spirits']",Alphabet City,https://www.yelp.com/biz/bobwhite-counter-new-york-4?osq=Restaurants
Cafe Katja,(212) 219-9545,79 Orchard St,764,4.5,$$,"['German', 'Bars', 'Austrian']",Lower East Side,https://www.yelp.com/biz/cafe-katja-new-york?osq=Restaurants
Briciola,(646) 678-5763,370 W 51st St,792,4,$$,"['Italian', 'Wine Bars', 'Tapas Bars']",Theater District,https://www.yelp.com/biz/briciola-new-york?osq=Restaurants
Purbird,(718) 857-2473,82 Sixth Ave,460,4,$$,"['American (New)', 'Chicken Shop']",Park Slope,https://www.yelp.com/biz/purbird-brooklyn?osq=Restaurants
Taverna Kyclades,(718) 545-8666,3307 Ditmars Blvd,2202,4,$$,"['Seafood', 'Greek', 'Mediterranean']",Astoria,https://www.yelp.com/biz/taverna-kyclades-astoria?osq=Restaurants
Pommes Frites,(212) 674-1234,128 Macdougal St,839,4.5,$,"['Belgian', 'Specialty Food', 'Poutineries']",Greenwich Village,https://www.yelp.com/biz/pommes-frites-new-york-2?osq=Restaurants
The Shakespeare,(646) 837-6779,24 E 39th St,356,4,$$,"['Pubs', 'British']",Murray Hill,https://www.yelp.com/biz/the-shakespeare-new-york?osq=Restaurants
Citizens Of Gramercy,(646) 476-8416,362 2nd Ave,101,4,$$,"['Australian', 'Cafes', 'Breakfast & Brunch']",Gramercy,https://www.yelp.com/biz/citizens-of-gramercy-new-york-2?osq=Restaurants
Shun,(212) 451-9228,610 Lexington Ave,21,5,$$$$,"['French', 'Japanese']",Midtown East,https://www.yelp.com/biz/shun-new-york?osq=Restaurants
Bateaux New York,(212) 352-1366,Chelsea Piers Pier 61,293,4,$$$$,"['Venues & Event Spaces', 'American (Traditional)', 'Boat Tours']",Chelsea Piers Pier 61,https://www.yelp.com/biz/bateaux-new-york-new-york?osq=Restaurants
Cocotte,(212) 965-9100,110 Thompson St,316,4,$$$,"['French', 'Basque']",South Village,https://www.yelp.com/biz/cocotte-new-york?osq=Restaurants
A-Pou’s Taste,(718) 388-3038,963 Grand St,37,4.5,$,"['Taiwanese', 'Noodles']",East Williamsburg,https://www.yelp.com/biz/a-pous-taste-brooklyn-2?osq=Restaurants
Hillstone Restaurant,(212) 689-1090,378 Park Ave S,916,4,$$$,"['American (New)', 'Sushi Bars']",Flatiron,https://www.yelp.com/biz/hillstone-restaurant-new-york?osq=Restaurants
Kopitiam,(646) 609-3785,151 E Broadway,530,4,$,"['Malaysian', 'Singaporean']",Lower East Side,https://www.yelp.com/biz/kopitiam-new-york?osq=Restaurants
Gyu-Kaku Japanese BBQ,(212) 475-2989,34 Cooper Sq,1666,4,$$$,"['Japanese', 'Barbeque', 'Asian Fusion']",NoHo,https://www.yelp.com/biz/gyu-kaku-japanese-bbq-new-york?osq=Restaurants
Al Di La Trattoria,(718) 783-4565,248 5th Ave,874,4,$$$,['Italian'],Park Slope,https://www.yelp.com/biz/al-di-la-trattoria-brooklyn?osq=Restaurants
Mad Dog & Beans Mexican Cantina,(646) 998-5722,5 E 38th St,380,4,$$,['Mexican'],Midtown East,https://www.yelp.com/biz/mad-dog-and-beans-mexican-cantina-new-york?osq=Restaurants
Minetta Tavern,(212) 475-3850,113 Macdougal St,2140,4,$$$,"['French', 'American (New)', 'Breakfast & Brunch']",Greenwich Village,https://www.yelp.com/biz/minetta-tavern-new-york?osq=Restaurants
Benito One,(212) 226-9171,174 Mulberry St,684,4,$$,['Italian'],Little Italy,https://www.yelp.com/biz/benito-one-new-york?osq=Restaurants
Cull & Pistol Oyster Bar,(646) 568-1223,75 9th Ave,612,4,$$,"['Seafood', 'Wine Bars']",Meatpacking District,https://www.yelp.com/biz/cull-and-pistol-oyster-bar-new-york?osq=Restaurants
Dirty French,(212) 254-3000,180 Ludlow St,619,4,$$$,['French'],Lower East Side,https://www.yelp.com/biz/dirty-french-new-york?osq=Restaurants
The Woo,(212) 925-2364,206 Spring St,53,4,-,[],South Village,https://www.yelp.com/biz/the-woo-new-york-2?osq=Restaurants
Alameda,195 Franklin St,Greenpoint,133,4,$$,"['American (New)', 'Cocktail Bars']",Greenpoint,https://www.yelp.com/biz/alameda-brooklyn?osq=Restaurants
The Food Sermon Kitchen,(718) 484-7555,355 Rogers Ave,250,4.5,$$,['Caribbean'],Crown Heights,https://www.yelp.com/biz/the-food-sermon-kitchen-brooklyn?osq=Restaurants
Crown Shy,(212) 517-1932,70 Pine St,145,4.5,-,[],Financial District,https://www.yelp.com/biz/crown-shy-new-york-2?osq=Restaurants
Kilo,(212) 707-8770,857 9th Ave,444,4,$$,"['Tapas Bars', 'Wine Bars', 'Modern European']",Hell's Kitchen,https://www.yelp.com/biz/kilo-new-york?osq=Restaurants
Fig & Olive - Meatpacking,(212) 924-1200,420 W 13th St,1332,3.5,$$$,"['Mediterranean', 'French', 'Bars']",Meatpacking District,https://www.yelp.com/biz/fig-and-olive-meatpacking-new-york-3?osq=Restaurants
JG Melon,(646) 895-9388,480 Amsterdam Ave,106,4,$$,"['American (Traditional)', 'Burgers']",Upper West Side,https://www.yelp.com/biz/jg-melon-new-york-4?osq=Restaurants
Adoro Lei,(646) 666-5096,287 Hudson St,274,4.5,$$,"['Italian', 'Pizza', 'Lounges']",South Village,https://www.yelp.com/biz/adoro-lei-new-york?osq=Restaurants
The Clam,(212) 242-7420,420 Hudson St,343,4,$$$,['Seafood'],West Village,https://www.yelp.com/biz/the-clam-new-york?osq=Restaurants
Boilery - East Village,(646) 838-5556,58 3rd Ave,15,4.5,-,[],East Village,https://www.yelp.com/biz/boilery-east-village-new-york?osq=Restaurants
HYUN,(917) 261-6217,10 E 33rd St,74,4,-,[],Midtown East,https://www.yelp.com/biz/hyun-new-york?osq=Restaurants
CAVA,(929) 296-7809,345 Adams St,41,4,$$,['Mediterranean'],Downtown Brooklyn,https://www.yelp.com/biz/cava-brooklyn-3?osq=Restaurants
Jia NYC,(646) 861-2541,23 Essex St,73,4.5,$$,"['Comfort Food', 'American (New)']",Lower East Side,https://www.yelp.com/biz/jia-nyc-new-york-2?osq=Restaurants
